開講年度,開講学期,曜日,時限,教員,科目名,授業番号,単位数,シラバスURL,科目区分,学部コード
2023,後期,月,4限,赤羽目 匡由,東洋史学演習Ⅰ＜102＞,F2457,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2457.html,,A1
2023,前期,月,5限,赤羽目 匡由,東洋史学演習Ⅰ＜103＞,F2458,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2458.html,,A1
2023,後期,月,5限,赤羽目 匡由,東洋史学演習Ⅰ＜104＞,F2459,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2459.html,,A1
2023,前期,木,3限,渕野裕,脳計測科学,F246,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_02_F246.html,,02
2023,前期,水,3限,前田 弘毅,東洋史学演習Ⅱ＜101＞,F2460,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2460.html,,A1
2023,後期,水,3限,前田 弘毅,東洋史学演習Ⅱ＜102＞,F2461,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2461.html,,A1
2023,前期,水,4限,前田 弘毅,東洋史学演習Ⅱ＜103＞,F2462,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2462.html,,A1
2023,後期,水,4限,前田 弘毅,東洋史学演習Ⅱ＜104＞,F2463,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2463.html,,A1
2023,前期,金,2限,福士 由紀,東洋史学演習Ⅲ＜101＞,F2464,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2464.html,,A1
2023,後期,金,2限,福士 由紀,東洋史学演習Ⅲ＜102＞,F2465,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2465.html,,A1
2023,前期,金,3限,福士 由紀,東洋史学演習Ⅲ＜103＞,F2466,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2466.html,,A1
2023,後期,金,3限,福士 由紀,東洋史学演習Ⅲ＜104＞,F2467,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2467.html,,A1
2023,前期,水,4限,髙橋 亮介,西洋史学演習Ⅰ＜103＞,F2468,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2468.html,,A1
2023,後期,水,4限,髙橋 亮介,西洋史学演習Ⅰ＜104＞,F2469,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2469.html,,A1
2023,前期,木,4限,渕野裕,脳計測科学,F247,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_02_F247.html,,02
2023,前期,水,5限,髙橋 亮介,西洋史学演習Ⅰ＜105＞,F2470,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2470.html,,A1
2023,後期,水,5限,髙橋 亮介,西洋史学演習Ⅰ＜106＞,F2471,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2471.html,,A1
2023,前期,金,4限,大貫 俊夫,西洋史学演習Ⅰ＜107＞,F2472,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2472.html,,A1
2023,後期,金,4限,大貫 俊夫,西洋史学演習Ⅰ＜108＞,F2473,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2473.html,,A1
2023,前期,月,2限,白川 耕一,西洋史学演習Ⅱ＜101＞,F2474,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2474.html,,A1
2023,後期,月,2限,白川 耕一,西洋史学演習Ⅱ＜102＞,F2475,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2475.html,,A1
2023,前期,火,5限,出穂 雅実,考古学演習Ⅰ＜101＞,F2479,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A1_F2479.html,,A1
2023,後期,木,4限,保前文高,脳計測科学,F248,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_02_F248.html,,02
2023,後期,火,5限,出穂 雅実,考古学演習Ⅰ＜102＞,F2480,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A1_F2480.html,,A1
2023,前期,月,3限,山田 康弘,考古学演習Ⅱ＜101＞,F2481,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2481.html,,A1
2023,後期,月,3限,山田 康弘,考古学演習Ⅱ＜102＞,F2482,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2482.html,,A1
2023,通年,木,5限,出穂 雅実,考古学実習Ⅰ,F2483,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/4/2023_A1_F2483.html,,A1
2023,集中,他,0限,出穂 雅実,考古学実習Ⅱ,F2484,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/9/2023_A1_F2484.html,,A1
2023,集中,他,0限,鎌倉佐保,卒業論文指導（歴史学・考古学）,F2485,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/9/2023_A1_F2485.html,,A1
2023,集中,他,0限,鎌倉佐保,歴史学･考古学卒業論文,F2486,10,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/9/2023_A1_F2486.html,,A1
2023,前期,木,2限,鎌倉佐保,日本史概説A,F2487,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/4/2023_A1_F2487.html,,A1
2023,前期,木,1限,赤羽目 匡由,外国史概説（東洋史）A,F2488,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/4/2023_A1_F2488.html,,A1
2023,後期,火,2限,田瀬 望,外国史概説（西洋史）A,F2489,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A1_F2489.html,,A1
2023,後期,木,5限,保前文高,脳計測科学,F249,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_02_F249.html,,02
2023,前期,金,6限,斎藤 慎一,博物館概論A,F2490,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2490.html,,A1
2023,後期,木,5限,河野 佑美,博物館資料論,F2491,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/4/2023_A1_F2491.html,,A1
2023,前期,月,5限,沓沢 博行,博物館経営論,F2492,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2492.html,,A1
2023,前期,月,6限,石居 人也,博物館教育論,F2493,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2493.html,,A1
2023,後期,火,6限,加藤 英寿,博物館情報・メディア論,F2494,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A1_F2494.html,,A1
2023,集中,他,0限,北野 信彦,博物館資料保存論,F2495,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/9/2023_A1_F2495.html,,A1
2023,後期,月,5限,河尻 清和,博物館展示論,F2496,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2496.html,,A1
2023,通年,水,6限,山田 康弘,（カ）博物館実習Ⅰ,F2497,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2497.html,,A1
2023,集中,他,0限,山田 康弘,（カ）博物館実習Ⅱ,F2498,3,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/9/2023_A1_F2498.html,,A1
2023,通年,火,5限,江里 晃,社会科指導法Ⅰ,F2499,4,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A1_F2499.html,,A1
2023,前期,月,3限,保前文高,発達科学,F250,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_02_F250.html,,02
2023,前期,木,4限,井上 周平,西洋史学特殊講義Ⅱ＜904＞,F2500,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/4/2023_A1_F2500.html,,A1
2023,後期,月,3限,保前文高,発達科学,F251,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_02_F251.html,,02
2023,前期,木,2限,板橋 貴史,精神神経科学,F252,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_02_F252.html,,02
2023,集中,他,0限,井原 駿,意味論,F254,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/9/2023_02_F254.html,,02
2023,前期,月,5限,高橋 亮介,形態論,F256,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_02_F256.html,,02
2023,前期,火,2限,折田 奈甫,言語獲得論,F257,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_02_F257.html,,02
2023,前期,水,2限,矢野 雅貴,言語情報処理の統計学,F258,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_02_F258.html,,02
2023,前期,水,3限,矢野 雅貴,言語科学特殊講義,F259,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_02_F259.html,,02
2023,後期,水,2限,矢野 雅貴,言語科学特殊講義,F260,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_02_F260.html,,02
2023,前期,月,4限,鄧 瑩,言語科学特殊講義,F261,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_02_F261.html,,02
2023,前期,金,5限,本間猛,言語科学特殊講義,F262,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_02_F262.html,,02
2023,後期,金,5限,全教員（言語科学）,言語科学特殊講義,F263,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_02_F263.html,,02
2023,集中,他,0限,本間猛,言語科学卒業論文,F265,10,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/9/2023_02_F265.html,,02
2023,前期,木,2限,江頭 浩樹,言語学,F266,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_02_F266.html,,02
2023,後期,木,2限,江頭 浩樹,言語学,F267,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_02_F267.html,,02
2023,集中,他,0限,福田 純也,言語科学特殊講義,F268,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/9/2023_02_F268.html,,02
2023,前期,金,4限,赤塚若樹,表象文化論入門,F2701,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2701.html,,A1
2023,後期,金,2限,亀澤美由紀,表象文化論基礎理論,F2702,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2702.html,,A1
2023,前期,火,4限,赤塚若樹,表象文化論基礎理論,F2704,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A1_F2704.html,,A1
2023,後期,水,4限,人文社会学部（非常勤）,表象文化論基礎理論,F2706,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2706.html,,A1
2023,前期,金,2限,古永 真一,表象文化論基礎理論,F2708,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2708.html,,A1
2023,前期,金,5限,福田 貴成,表象文化論基礎理論,F2709,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2709.html,,A1
2023,前期,火,1限,ロングダニエル,日本語表現法I,F271,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_02_F271.html,,02
2023,後期,金,4限,赤塚若樹,外国語文献講読,F2710,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2710.html,,A1
2023,前期,水,4限,亀澤美由紀,外国語文献講読,F2711,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2711.html,,A1
2023,後期,金,2限,古永 真一,空間表象論,F2712,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2712.html,,A1
2023,前期,水,2限,遠山 純生,表象文化論特殊講義,F2714,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2714.html,,A1
2023,後期,金,4限,越智 雄磨,空間表象論,F2715,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2715.html,,A1
2023,前期,月,5限,古永 真一,表象文化史Ａ,F2716,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2716.html,,A1
2023,後期,月,5限,古永 真一,表象文化史Ａ,F2717,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2717.html,,A1
2023,前期,水,5限,越智 雄磨,表象文化史Ａ,F2718,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2718.html,,A1
2023,後期,月,3限,福田 貴成,表象文化史Ａ,F2719,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2719.html,,A1
2023,後期,火,4限,西郡 仁朗,日本語表現法II,F272,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_02_F272.html,,02
2023,後期,月,2限,小河原 あや,表象文化論特殊講義,F2720,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2720.html,,A1
2023,前期,金,3限,赤塚若樹,表象文化論演習,F2723,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2723.html,,A1
2023,後期,金,3限,赤塚若樹,表象文化論演習,F2724,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2724.html,,A1
2023,後期,木,5限,高瀬 康司,表象文化論特殊講義,F2727,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/4/2023_A1_F2727.html,,A1
2023,後期,水,4限,越智 雄磨,芸術表象論,F2729,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2729.html,,A1
2023,後期,水,3限,長谷川守寿,日本言語学概論,F273,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_02_F273.html,,02
2023,前期,月,4限,福田 貴成,文化表象論,F2730,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2730.html,,A1
2023,後期,月,4限,福田 貴成,文化表象論,F2731,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2731.html,,A1
2023,前期,水,3限,亀澤美由紀,文化表象論,F2732,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2732.html,,A1
2023,後期,水,3限,亀澤美由紀,文化表象論,F2733,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2733.html,,A1
2023,前期,金,3限,古永 真一,文化表象論,F2734,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2734.html,,A1
2023,後期,金,3限,古永 真一,文化表象論,F2735,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2735.html,,A1
2023,前期,月,3限,髙山 花子,表象文化論特殊講義,F2736,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2736.html,,A1
2023,後期,木,4限,人文社会学部（非常勤）,表象文化論特殊講義,F2737,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/4/2023_A1_F2737.html,,A1
2023,後期,火,2限,調 文明,表象文化論特殊講義,F2738,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A1_F2738.html,,A1
2023,後期,水,3限,関根 麻里恵,表象文化論特殊講義,F2739,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2739.html,,A1
2023,前期,金,3限,浅川哲也,日本言語学講義,F274,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_02_F274.html,,02
2023,後期,火,4限,鈴木 治行,表象文化論特殊講義,F2740,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A1_F2740.html,,A1
2023,後期,月,4限,早川 由真,表象文化論特殊講義,F2741,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2741.html,,A1
2023,前期,月,5限,和田 真生,表象文化論特殊講義,F2742,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2742.html,,A1
2023,前期,水,3限,山上 揚平,表象文化論特殊講義,F2743,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2743.html,,A1
2023,前期,木,4限,江澤 健一郎,表象文化論特殊講義,F2745,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/4/2023_A1_F2745.html,,A1
2023,前期,木,4限,上崎 千,表象文化論特殊講義,F2746,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/4/2023_A1_F2746.html,,A1
2023,前期,月,2限,井伊 あかり,表象文化論特殊講義,F2747,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F2747.html,,A1
2023,後期,木,5限,原島 大輔,表象文化論特殊講義,F2748,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/4/2023_A1_F2748.html,,A1
2023,集中,他,0限,亀澤美由紀,表象文化論卒業論文,F2749,10,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/9/2023_A1_F2749.html,,A1
2023,後期,金,3限,浅川哲也,日本言語学講義,F275,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_02_F275.html,,02
2023,集中,他,0限,亀澤美由紀,卒業研究,F2750,10,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/9/2023_A1_F2750.html,,A1
2023,後期,水,5限,越智 雄磨,表象文化論基礎理論,F2751,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F2751.html,,A1
2023,後期,金,5限,福田 貴成,表象文化論基礎理論,F2752,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2752.html,,A1
2023,後期,火,4限,赤塚若樹,空間表象論,F2753,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/2/2023_A1_F2753.html,,A1
2023,前期,金,4限,越智 雄磨,空間表象論,F2755,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2755.html,,A1
2023,前期,金,2限,亀澤美由紀,表象文化史Ｂ,F2756,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F2756.html,,A1
2023,前期,水,4限,長谷川守寿,日本言語学講義,F276,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_02_F276.html,,02
2023,後期,水,4限,長谷川守寿,日本言語学講義,F277,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_02_F277.html,,02
2023,前期,金,4限,浅川哲也,日本言語学演習,F278,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_02_F278.html,,02
2023,後期,金,4限,浅川哲也,日本言語学演習,F279,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_02_F279.html,,02
2023,前期,水,5限,長谷川守寿,日本言語学演習,F280,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_02_F280.html,,02
2023,後期,水,5限,長谷川守寿,日本言語学演習,F281,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_02_F281.html,,02
2023,前期,水,4限,黒田 史彦,日本語教育実習,F282,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_02_F282.html,,02
2023,前期,火,4限,西郡 仁朗,日本語教育実習,F283,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_02_F283.html,,02
2023,前期,月,3限,浅川哲也,日本語学概論,F284,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_02_F284.html,,02
2023,後期,月,3限,浅川哲也,日本語学概論,F285,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_02_F285.html,,02
2023,前期,火,3限,徐 及馨,日本語習得論概論,F286,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_02_F286.html,,02
2023,前期,金,1限,植松 容子,日本語習得論講義,F287,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_02_F287.html,,02
2023,後期,木,2限,川口 義一,日本語習得論演習,F290,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_02_F290.html,,02
2023,前期,火,5限,西郡 仁朗,日本語教育学概論,F291,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_02_F291.html,,02
2023,集中,他,0限,中井 好男,日本語教育学講義,F292,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/9/2023_02_F292.html,,02
2023,前期,火,4限,松田 真希子,日本語教育学講義,F293,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_02_F293.html,,02
2023,前期,金,2限,劉 永亮,日本語教育学講義,F294,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/5/2023_02_F294.html,,02
2023,前期,水,1限,ロングダニエル,日本社会言語学概論,F295,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_02_F295.html,,02
2023,後期,水,1限,ロングダニエル,日本社会言語学概論,F296,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_02_F296.html,,02
2023,前期,水,2限,ロングダニエル,日本社会言語学講義,F297,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_02_F297.html,,02
2023,後期,水,2限,ロングダニエル,日本社会言語学講義,F298,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_02_F298.html,,02
2023,前期,月,5限,ロングダニエル,日本社会言語学演習,F299,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_02_F299.html,,02
2023,後期,月,5限,ロングダニエル,日本社会言語学演習,F300,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_02_F300.html,,02
2023,後期,月,5限,大島 資生,日本言語文化概論Ⅰ,F3001,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F3001.html,,A1
2023,前期,木,3限,牧野 悟資,言語表現法Ⅰ,F3003,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/4/2023_A1_F3003.html,,A1
2023,後期,木,3限,牧野 悟資,言語表現法Ⅱ,F3004,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/4/2023_A1_F3004.html,,A1
2023,前期,金,5限,大島 資生,日本語学講義＜101＞,F3005,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F3005.html,,A1
2023,後期,金,5限,大島 資生,日本語学講義＜103＞,F3007,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F3007.html,,A1
2023,前期,月,4限,大島 資生,日本語学演習Ⅰ＜101＞,F3008,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F3008.html,,A1
2023,後期,月,4限,大島 資生,日本語学演習Ⅰ＜102＞,F3009,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/1/2023_A1_F3009.html,,A1
2023,前期,水,2限,神田明延,言語習得論演習,F301,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_02_F301.html,,02
2023,前期,金,4限,田和 真紀子,日本語学特殊講義＜901＞,F3010,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F3010.html,,A1
2023,後期,金,4限,田和 真紀子,日本語学特殊講義＜902＞,F3011,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F3011.html,,A1
2023,前期,金,2限,三井 はるみ,日本語学特殊講義＜903＞,F3012,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F3012.html,,A1
2023,後期,金,2限,三井 はるみ,日本語学特殊講義＜904＞,F3013,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F3013.html,,A1
2023,後期,水,3限,高桑 枝実子,日本古典＜105＞,F3014,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/3/2023_A1_F3014.html,,A1
2023,後期,金,4限,大杉重男,日本文学講義Ⅰ＜105＞,F3015,2,http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/A/5/2023_A1_F3015.html,,A1
